"Id";"ProductId";"UserId";"ProfileName";"HelpfulnessNumerator";"HelpfulnessDenominator";"Score";"Time";"Summary";"Text";"initial_identifier";"asin";"title";"brand";"item_type_keyword";"listing_url";"medium_image";"product_type_name"
3190;"B000FDKUSO";"A3PENBFALXOATY";"lychee07";0;0;5;1343347200;"LOVED IT, SHARED IT, EVERYONE LOVED IT";"I was able to do so much with these crackers!  they're easy to spread on and stack and put toppings on!  I definitely enjoyed them and so did all my friends =D";"B000FDKUSO";"B000FDKUSO";"Suzie's Puffed Brown Rice Unsalted Thin Cakes Case of 12 packages 4.6 oz. Each";"Suzie's";"snack-puffs";"http://www.amazon.com/dp/B000FDKUSO";"https://m.media-amazon.com/images/I/51rEpcNgtKL._SL160_.jpg";"GROCERY"
3191;"B000FDKUSO";"A2U8853VUAU0I";"Ohmygosh";0;0;5;1339545600;"best snack";"Susie's thin cakes are a great snack if you are trying to lose weight or just eat healthy. I bought the one that is sodium, cholesterol, fat and sugar free. For three cakes it is only 54 calories, so you can add a toppin like taboule or your favorite topping without the guilt. They are very tasty. The only problem is the availability of the product. I am on a waiting list with Amazon for this product.";"B000FDKUSO";"B000FDKUSO";"Suzie's Puffed Brown Rice Unsalted Thin Cakes Case of 12 packages 4.6 oz. Each";"Suzie's";"snack-puffs";"http://www.amazon.com/dp/B000FDKUSO";"https://m.media-amazon.com/images/I/51rEpcNgtKL._SL160_.jpg";"GROCERY"
3192;"B000FDKUSO";"A17KUCXAV34USP";"Gobi55";0;1;5;1334016000;"Delicious, low calorie and healthy snack. Good price too!";"I purchased these based on others recommendations. The rice cakes are delicious. Thinner than the usual rice cakes in the supermarkets. Dense...not full of air. I covered them with PB2 (those watching their weight can eat peanut butter for 45 calories a serving vs 190 for regular PB and it tastes exactly the same). I too highly recommend these rice cakes.";"B000FDKUSO";"B000FDKUSO";"Suzie's Puffed Brown Rice Unsalted Thin Cakes Case of 12 packages 4.6 oz. Each";"Suzie's";"snack-puffs";"http://www.amazon.com/dp/B000FDKUSO";"https://m.media-amazon.com/images/I/51rEpcNgtKL._SL160_.jpg";"GROCERY"
3739;"B00016UX0K";"A22Z9R91N8L7IQ";"T. Coleman ""Rio Grande Tom""""""";23;24;5;1237766400;"What?  All These Folks Are Right?";"I read the nine reviews that preceded me and wondered how a product depending on a person's taste could consistently receive five stars.  Is something suspicious here?<br /><br />Nope!  Here's the tenth five-star rating in a row, and I'm tough.  This is the best sauce of its kind (or any kind) I've ever had; and I'm an old guy who's been around.  Just the right sweetness, just the right hotness.  I'd love to soak a chicken in it, as well as dip egg rolls and chicken nuggets.<br /><br />These big bottles won't last and I'll be back for more, fer shure.  Absolutely more than worth worth the little price, this stuff should be standard in every home, along with plumbing.<br /><br />And my sincere apologies to those other reviewers for doubting you.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3742;"B00016UX0K";"A1MLASS8T7VQJG";"kentron";4;4;5;1232928000;"BEST SAUCE EVER!";"And I don't mean just for Asian sauces.  This is easily the best sauce ever!  I put it on everything.  It's gotten out of hand.  I go out of my way to see what else I can have it with.  My latest thing is pouring some over peanuts and coating the peanuts with the sauce.  Then I eat the nuts with a spoon to keep my hands clean.  Sounds gross but it's so delicious.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3743;"B00016UX0K";"A1DQ2B9OB6IW18";"Winston C. Hackett ""LedHead""""""";3;3;5;1300147200;"Perfect Condiment";"I use this in my banquet kitchen for so many dishes.  It is a perfect blend of sweet and a pinch of heat.  If you toss chicken wings in it, you will have some great bar food in your own home!  Another idea: combine Sweet Chili sauce, heavy mayonnaise, granulated garlic, finely chopped parsely, ginger powder, and splash of siracha - this will give you a delicious sweet chili aoli perfect for burgers, sandwiches, egrolls, potstickers, fries, fish, or even chicken.  Like I said - it is good by itself, but serves as a great base for other things (from salad dressing to marinade).  Buy this sauce in bulk as you will find youself using it on everything!";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3744;"B00016UX0K";"A2TQFD9OIALL9M";"S. Smigo";3;3;5;1254182400;"Great taste!";"I love this sauce. Sweet but hot too. I use it on checken wings instead of buffalo sauce and with pan seared scallops, shrimp. It's very versitile and delicious!";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3745;"B00016UX0K";"A2B1MKGF9XHW7M";"J. Ingersoll ""Fred Schwartz""""""";5;6;4;1260835200;"Thai Chili Sauce";"This sauce is good, but for my tastes it isn't hot enough.  I have had other brands tht have a sleeper heat that makes the sauce multi layered.  This sauce seems to ahve one layer.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3746;"B00016UX0K";"A13WOT3RSXKRD5";"LD";2;2;5;1333670400;"For a taste treat, substitute it for BBQ sauce";"Once in a while you just want a spicy different flavor. Sometimes when I have a lightly seasoned or plain piece of beef or chicken, I put some Sweet Chili Sauce on my rice. Wow that perks up the whole plate. Other times I cook the meat without seasoning and add what every flavor I'm in the mood for when I reheat it. I've kept open bottles in my refrigerator for months without any problem.<br /><br />If you have never tried this, the sauce is thicker than Heinz Ketchup so you can slowly add sweetness and heat until its just right for you. Another way to use this is on steamed vegetables and you can add peanuts or sliced almonds just before serving.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3747;"B00016UX0K";"ARYGNP5U9A4ZR";"brian@meadows.pair.com";2;2;5;1309219200;"Really nice - sweet but with a bit of a kick";"The sauce was just fine. However, I can't resist flagging a particular piece of idiocy, in the hope that someone might be able to convince Amazon next time. The sauce comes in a pack of 2, but one bottle was broken. Yep, you guessed it, Amazon sent me a new pack of two, and asked me to return the unbroken original. It's only cost me a little time, but how much it's going to cost Amazon to ship and process that returned bottle, your guess is as good as mine. Is it REALLY beyond the bounds of possibility for someone to have split a pack and just sent me the one replacement bottle?";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3748;"B00016UX0K";"A3OHLFE8MIT0IZ";"Cbougher";2;2;4;1301011200;"Great Sauce!!!";"A really great Sauce but is slightly more expensive than in other stores. It is great for egg rolls or a dipping sauce for many chinese foods! It is also a great sauce to make Chili Thai sushi roll.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3749;"B00016UX0K";"AOLWI0SC6LC9S";"F. Jones ""FJ""""""";2;2;5;1295308800;"The Best no doubt about it!";"I've been using this sauce for over 9 years now. It's amazing. I use it on everything from spring rolls to salads.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3750;"B00016UX0K";"A1KIZW42HCCMN0";"Faith";2;2;5;1291766400;"Really good sauce";"I made crab rangoon and used this sauce as a dipping sauce.  It was great.  I love the fact that it doesn't have MSG in it.  It has the right amount of sweetness.  It is a little spicy, but just the right amount.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3751;"B00016UX0K";"A7O5F9HWPY7TB";"A. Sorrell ""woodvetch""""""";2;2;5;1288569600;"I'm with the crowd. Best all purpose sauce ever.";"I use this in and on meats, fish, poultry, vegies, all purpose dip et al. It's cheap and very very special. I gave big bottles to family/friends at Xmas years ago and they are all  hooked. You won't be sorry you brought this sauce into your kitchen.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3752;"B00016UX0K";"A2PR6NXG0PA3KY";"Giordano Bruno";4;5;5;1247529600;"Can't Afford a Trip to Thailand?";"Here's a tiny consolation: easy Thai barbecued chicken! Cut your usual fryer in quarters, cook it slowly over charcoal or quickly in a hot oven, and then brush it generously with ""sweet chili sauce"""" and cook it just a few minutes more. Most authentic with 'sticky' rice but also delicious with brown or red rice.<br /><br />In Thailand";" people squat over hibachi-sized braziers on the sidewalks and sell portion of this sort of barbecued chicken. Sometimes they trot alongside inter-city buses as they pull into stations";" and sell chicken through the windows. Don't be squeamish! This is a treat you'll remember. The same sauce will enhance the flavor of any fowl from blackbird to condor or whooping crane.""";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K"
3753;"B00016UX0K";"A217JHRR24RNK1";"MikeH";1;1;5;1335916800;"Fantastic!";"This sauce is very good on anything you cook or grill or you can use it as a dip for veggies etc.  It has just enough heat to make everything taste better.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3754;"B00016UX0K";"A16OGJNAPOX36O";"HB1974";1;1;5;1331596800;"fave";"This is one of my favorite sauces to have handy. With this order you get two giant bottles which should last a while. The taste of this is perfect! Not for the faint of heart however...";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3755;"B00016UX0K";"A35X6JWQ8U1TRN";"J. Sargent";1;1;5;1329523200;"This goes great in many dishes";"My whole family loves this sauce. I use it primarily to recreate a dish we had in Maui. It adds a wonderful sweet and spicy flavor to just about any sauce. Service on this order was spectacular. Several bottles arrived broken and replacements were received within days. Amazon service was fast, easy and reliable. I love Amazon. Also, there are many recipes that you can look up using this sauce that a very good. It goes spectaculary with coconut milk, vegetables, chicken or shrimp and pasta. We love it.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3756;"B00016UX0K";"A2MUCI9X6XR1WJ";"Rosa A Agosto";1;1;5;1326240000;"My favorite sauce at Tijuana Flats";"I purchased this sauce as it is the exact same sauce used at the hot sauce bar of Tijuana Flats (http://www.tijuanaflats.com/).  It goes amazing with steak tostadas but in my home cooking, it works wells as a marinade and as a condiment.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3757;"B00016UX0K";"A1ZSQ973I9P8WK";"Bella";1;1;5;1285891200;"Sweet, and just down right delish!";"I was introduced to this sauce by a good friend of mine from Cambodia, who runs a Thai restaurant and bar.  I wondered what sauce was used in their ramikens when they served their delicious crispy spring rolls.  Their actual sauce was handmade, but I was directed to try this brand.  Since then, (about 5 yrs ago) my mother, friends, and I have all used this sauce on fried chicken wings, grilled and sauteed chicken, pork, spring/egg rolls, and even sushi!  I keep the large 25 oz bottle in my fridge year-round, and this is the best brand I've used thus far.  Not too hot for those not accustomed to very spicy foods, but is mostly sweet.  Try it, you won't be disappointed!! :o)";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3758;"B00016UX0K";"AI6FTXD65U3ZH";"Dave ""Dave""""""";1;1;5;1284854400;"the ultimate sweet and sour sauce";"as mentioned...give this a try!  instant party food, frozen meatballs and this sauce... great on chicken, you name it...anything party/snack/happy hour food that you put sauce on would work with this.<br /><br />however the prices from some of the vendors OBSCENE.  $19 for 2 25oz bottles??  This stuff is $1.50-1.75 for the 10oz bottle at any asian grocery....";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3759;"B00016UX0K";"A8PT69KR65EEE";"John Gray";0;0;5;1350691200;"Really different - Really good";"What I like most about this product is its unique taste. Just enough spiciness and sweetness to make it different but it goes with virtually anything. I haven't tried cooking with it but I can imagine it would add a lot to stews, soups, etc. It keeps well - the last bottle I had got lost in my pantry and was several years old when I found it and it still tasted great. It belongs along with the A1, Heinz 57, Worcestershire Sauce, Catsup, etc as a condiment staple.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3760;"B00016UX0K";"A27WPT9FANZ8R";"Nika";0;0;5;1347753600;"Taste's Great";"I had brought this as a dipping sauce for dumplings and egg rolls I made at home. It taste's great and I think it the same sauce I get at some Thai places cause it tastes the exact same.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3761;"B00016UX0K";"A1B742SBARPC7S";"Peggy F. Moseley ""doubletiger""""""";0;0;5;1347321600;"Nobody Does It Better";"This is delicious.  It makes a gourmet cook out of a novice.  Put it on chicken, pork, steak...it is ca c'est bon.  I wish I could say it in Chinese.  We love it. We purchase it on Amazon Prime.  Saves a trip to the market. Makes a wonderful hostess gift.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3762;"B00016UX0K";"A3P4OYKFX1PD7T";"Larry W Taylor";0;0;5;1346112000;"Great product";"The best sauce on the market.  We use it on almost any food product but it is especially good on veggies.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3763;"B00016UX0K";"AZL9FXO5KJFGH";"J. Wooster";0;0;5;1345161600;"Absolutely love!";"We cook a lot of Chinese dishes in our household and this sweet chili sauce is a MUST HAVE!  One of our favorites is sesame chicken, but we couldn't seem to get the flavor just right... that is, until we added this... YUM!!";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3764;"B00016UX0K";"A3ECXDTAWZOYTX";"Tanner";0;0;5;1323129600;"Great Sauce w/o the extreme heat!!!";"I love asian flavor w/o the extreme heat.  I had this sauce w/ some wings at Mellow Mushroom in Knoxville, TN.  I immediately asked the bartender if he could find out the brand of the sauce for me because it was perfect.  Amazing flavor!!!";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
3765;"B00016UX0K";"A2F2O2GD72D8ZR";"R. Wells ""AZPHATMAN""""""";0;0;5;1320451200;"This is the stuff you want.";"This is the best Sweet Chili sauce I have found anywhere. Some say its to sweet but hey, it's a Sweet Chili sauce and its supposed to be sweet. It has a rich full flavor that everyone in my family likes. Even my wife who can't stand anything anyone would consider hot just loves this sauce. I'm a pepper head myself. If you're like me and like a little more kick try adding some Sriracha Hot Chili Sauce to this and you will learn to love it too.";"B00016UX0K";"B00016UX0K";"Mae Ploy Sweet Chili Sauce Bottle, 12 Ounce (Pack of 2)";"Mae Ploy";"chile-sauces";"http://www.amazon.com/dp/B00016UX0K";"https://m.media-amazon.com/images/I/41jozF1EVrL._SL160_.jpg";"SAUCE"
